['Time', 'Event0', 'Event1', 'Event2', 'Event3', 'Event4', 'Event5', 'Event6', 'Event7', 'Event8', 'Event9', 'Event10', 'Event11', 'Event12', 'Event13', 'Event14', 'Count']
['23:09:04', "(ASC,119.395,(r)) (Pluto,149.460,(c)) (30-semisextile,4')", '', "(ASC,119.395,(r)) (Mean_Node,179.384,(c)) (sextile,1')", "(ASC,119.395,(r)) (Mercury,209.383,(c)) (square,1')", '', '', '', '', '', '', '', '', '', '', '', 3]
['23:09:12', "(ASC,119.419,(r)) (Pluto,149.455,(c)) (30-semisextile,2')", '', "(ASC,119.419,(r)) (Mean_Node,179.383,(c)) (sextile,2')", "(ASC,119.419,(r)) (Mercury,209.381,(c)) (square,2')", '', '', '', '', '', '', "(Mercury,217.544,(r)) (MC,37.383,(d)) (opposition,10')", '', "(MC,1.898,(r)) (Sun,211.979,(d)) (150-quincunx,5')", '', '', 5]
['23:09:20', "(ASC,119.443,(r)) (Pluto,149.450,(c)) (30-semisextile,0')", '', "(ASC,119.443,(r)) (Mean_Node,179.382,(c)) (sextile,4')", "(ASC,119.443,(r)) (Mercury,209.379,(c)) (square,4')", '', '', '', '', '', '', "(Mercury,217.544,(r)) (MC,37.417,(d)) (opposition,8')", '', "(MC,1.934,(r)) (Sun,211.981,(d)) (150-quincunx,3')", '', '', 5]
['23:09:28', "(ASC,119.466,(r)) (Pluto,149.445,(c)) (30-semisextile,1')", '', "(ASC,119.466,(r)) (Mean_Node,179.381,(c)) (sextile,5')", "(ASC,119.466,(r)) (Mercury,209.377,(c)) (square,5')", '', "(ASC,119.466,(r)) (Saturn,74.557,(d)) (45-semisquare,5')\n(MC,1.971,(r)) (Sun,182.127,(c)) (opposition,9')", "(Mars,182.170,(r)) (MC,152.080,(c)) (30-semisextile,5')", '', '', '', "(Mercury,217.544,(r)) (MC,37.451,(d)) (opposition,6')\n(ASC,119.466,(r)) (Mars,164.552,(c)) (45-semisquare,5')", '', "(MC,1.971,(r)) (Sun,211.983,(d)) (150-quincunx,1')\n(MC,1.971,(r)) (Venus,137.040,(c)) (135-sesquisquare,4')", '', '', 10]
['23:09:36', "(ASC,119.490,(r)) (Pluto,149.439,(c)) (30-semisextile,3')", '', '', "(Sun,195.513,(r)) (ASC,135.425,(d)) (sextile,5')", '', "(ASC,119.490,(r)) (Saturn,74.553,(d)) (45-semisquare,4')\n(MC,2.007,(r)) (Sun,182.126,(c)) (opposition,7')", "(Mars,182.170,(r)) (MC,152.115,(c)) (30-semisextile,3')", '', '', '', "(Mercury,217.544,(r)) (MC,37.485,(d)) (opposition,4')\n(ASC,119.490,(r)) (Mars,164.551,(c)) (45-semisquare,4')", '', "(MC,2.007,(r)) (Sun,211.985,(d)) (150-quincunx,1')\n(MC,2.007,(r)) (Venus,137.037,(c)) (135-sesquisquare,2')", "(Moon,293.881,(r)) (ASC,143.804,(d)) (150-quincunx,5')", '', 10]
['23:09:44', "(ASC,119.514,(r)) (Pluto,149.434,(c)) (30-semisextile,5')", '', '', "(Sun,195.513,(r)) (ASC,135.448,(d)) (sextile,4')", '', "(ASC,119.514,(r)) (Saturn,74.549,(d)) (45-semisquare,2')\n(MC,2.043,(r)) (Sun,182.125,(c)) (opposition,5')", "(Mars,182.170,(r)) (MC,152.151,(c)) (30-semisextile,1')", '', '', '', "(Mercury,217.544,(r)) (MC,37.520,(d)) (opposition,1')\n(ASC,119.514,(r)) (Mars,164.549,(c)) (45-semisquare,2')", '', "(MC,2.043,(r)) (Sun,211.987,(d)) (150-quincunx,3')\n(MC,2.043,(r)) (Venus,137.034,(c)) (135-sesquisquare,1')", "(Moon,293.882,(r)) (ASC,143.827,(d)) (150-quincunx,3')", '', 10]
['23:09:52', '', '', '', "(Sun,195.513,(r)) (ASC,135.471,(d)) (sextile,3')", '', "(ASC,119.537,(r)) (Saturn,74.544,(d)) (45-semisquare,0')\n(MC,2.080,(r)) (Sun,182.123,(c)) (opposition,3')", "(Mars,182.170,(r)) (MC,152.186,(c)) (30-semisextile,1')", '', "(Mercury,217.544,(r)) (ASC,97.470,(c)) (trine,4')", '', "(Mercury,217.544,(r)) (MC,37.554,(d)) (opposition,1')\n(ASC,119.537,(r)) (Mars,164.548,(c)) (45-semisquare,1')", '', "(MC,2.080,(r)) (Sun,211.989,(d)) (150-quincunx,5')\n(MC,2.080,(r)) (Venus,137.031,(c)) (135-sesquisquare,3')", "(Moon,293.883,(r)) (ASC,143.849,(d)) (150-quincunx,2')", "(Saturn,43.266,(r)) (ASC,88.189,(c)) (45-semisquare,5')", 11]
['23:10:00', '', '', '', "(Sun,195.513,(r)) (ASC,135.494,(d)) (sextile,1')", '', "(ASC,119.561,(r)) (Saturn,74.540,(d)) (45-semisquare,1')\n(MC,2.116,(r)) (Sun,182.122,(c)) (opposition,0')", "(Mars,182.170,(r)) (MC,152.221,(c)) (30-semisextile,3')", '', "(Mercury,217.545,(r)) (ASC,97.498,(c)) (trine,3')", '', "(Mercury,217.545,(r)) (MC,37.588,(d)) (opposition,3')\n(ASC,119.561,(r)) (Mars,164.546,(c)) (45-semisquare,1')\n(MC,2.116,(r)) (Saturn,2.285,(c)) (conjunction,10')", '', "(MC,2.116,(r)) (Venus,137.028,(c)) (135-sesquisquare,5')", "(Moon,293.884,(r)) (ASC,143.872,(d)) (150-quincunx,1')", "(Saturn,43.266,(r)) (ASC,88.220,(c)) (45-semisquare,3')", 11]
['23:10:08', '', "(Moon,293.885,(r)) (MC,158.805,(c)) (135-sesquisquare,5')", '', "(Sun,195.513,(r)) (ASC,135.517,(d)) (sextile,0')", '', "(ASC,119.585,(r)) (Saturn,74.535,(d)) (45-semisquare,3')\n(MC,2.153,(r)) (Sun,182.121,(c)) (opposition,2')", "(Mars,182.170,(r)) (MC,152.256,(c)) (30-semisextile,5')", '', "(Mercury,217.545,(r)) (ASC,97.526,(c)) (trine,1')", '', "(Mercury,217.545,(r)) (MC,37.623,(d)) (opposition,5')\n(ASC,119.585,(r)) (Mars,164.545,(c)) (45-semisquare,2')\n(MC,2.153,(r)) (Saturn,2.293,(c)) (conjunction,8')", '', '', "(Moon,293.885,(r)) (ASC,143.895,(d)) (150-quincunx,1')", "(Saturn,43.266,(r)) (ASC,88.251,(c)) (45-semisquare,1')", 11]
['23:10:16', '', "(Moon,293.887,(r)) (MC,158.841,(c)) (135-sesquisquare,3')\n(ASC,119.609,(r)) (Mean_Node,179.701,(c)) (sextile,6')", '', "(Sun,195.513,(r)) (ASC,135.540,(d)) (sextile,2')", '', "(ASC,119.609,(r)) (Saturn,74.531,(d)) (45-semisquare,5')\n(MC,2.189,(r)) (Sun,182.120,(c)) (opposition,4')", '', '', "(Mercury,217.545,(r)) (ASC,97.554,(c)) (trine,1')", '', "(Mercury,217.545,(r)) (MC,37.657,(d)) (opposition,7')\n(ASC,119.609,(r)) (Mars,164.543,(c)) (45-semisquare,4')\n(MC,2.189,(r)) (Saturn,2.300,(c)) (conjunction,7')", '', '', "(Moon,293.887,(r)) (ASC,143.918,(d)) (150-quincunx,2')", "(Saturn,43.266,(r)) (ASC,88.283,(c)) (45-semisquare,1')", 11]
['23:10:24', '', "(Moon,293.888,(r)) (MC,158.877,(c)) (135-sesquisquare,1')\n(ASC,119.632,(r)) (Mean_Node,179.700,(c)) (sextile,4')", '', "(Sun,195.513,(r)) (ASC,135.562,(d)) (sextile,3')", '', "(MC,2.225,(r)) (Sun,182.119,(c)) (opposition,6')", '', "(Venus,152.351,(r)) (MC,32.265,(d)) (trine,5')", "(Mercury,217.545,(r)) (ASC,97.582,(c)) (trine,2')", '', "(Mercury,217.545,(r)) (MC,37.691,(d)) (opposition,9')\n(ASC,119.632,(r)) (Mars,164.542,(c)) (45-semisquare,5')\n(MC,2.225,(r)) (Saturn,2.307,(c)) (conjunction,5')", '', '', "(Moon,293.888,(r)) (ASC,143.940,(d)) (150-quincunx,3')", "(Saturn,43.266,(r)) (ASC,88.314,(c)) (45-semisquare,3')", 11]
['23:10:32', '', "(Moon,293.889,(r)) (MC,158.912,(c)) (135-sesquisquare,1')\n(Jupiter,43.773,(r)) (ASC,103.699,(c)) (sextile,4')\n(ASC,119.656,(r)) (Mean_Node,179.698,(c)) (sextile,3')", '', "(Sun,195.513,(r)) (ASC,135.585,(d)) (sextile,4')", '', "(MC,2.262,(r)) (Sun,182.118,(c)) (opposition,9')", '', "(Venus,152.351,(r)) (MC,32.300,(d)) (trine,3')", "(Mercury,217.545,(r)) (ASC,97.610,(c)) (trine,4')", '', "(MC,2.262,(r)) (Saturn,2.314,(c)) (conjunction,3')", "(MC,2.262,(r)) (Sun,212.339,(d)) (150-quincunx,5')", '', "(Moon,293.889,(r)) (ASC,143.963,(d)) (150-quincunx,4')\n(MC,2.262,(r)) (Moon,212.338,(c)) (150-quincunx,5')", "(Saturn,43.266,(r)) (ASC,88.346,(c)) (45-semisquare,5')", 12]
['23:10:40', '', "(Moon,293.890,(r)) (MC,158.948,(c)) (135-sesquisquare,3')\n(Jupiter,43.773,(r)) (ASC,103.725,(c)) (sextile,3')\n(ASC,119.680,(r)) (Mean_Node,179.697,(c)) (sextile,1')", '', '', '', '', '', "(Venus,152.351,(r)) (MC,32.335,(d)) (trine,1')", "(Mercury,217.545,(r)) (ASC,97.638,(c)) (trine,6')", '', "(MC,2.298,(r)) (Saturn,2.322,(c)) (conjunction,1')", "(MC,2.298,(r)) (Sun,212.341,(d)) (150-quincunx,3')", '', "(MC,2.298,(r)) (Moon,212.341,(c)) (150-quincunx,3')", '', 8]
['23:10:47', "(MC,2.335,(r)) (Neptune,182.495,(d)) (opposition,10')", "(Moon,293.891,(r)) (MC,158.984,(c)) (135-sesquisquare,6')\n(Jupiter,43.773,(r)) (ASC,103.751,(c)) (sextile,1')\n(ASC,119.703,(r)) (Mean_Node,179.696,(c)) (sextile,0')", '', "(Mercury,217.545,(r)) (MC,157.453,(c)) (sextile,6')", '', '', '', "(Venus,152.351,(r)) (MC,32.370,(d)) (trine,1')", '', '', "(ASC,119.703,(r)) (Uranus,89.777,(d)) (30-semisextile,4')\n(MC,2.335,(r)) (Saturn,2.329,(c)) (conjunction,0')", "(MC,2.335,(r)) (Sun,212.343,(d)) (150-quincunx,0')", '', "(MC,2.335,(r)) (Moon,212.344,(c)) (150-quincunx,1')", '', 10]
['23:10:56', "(Mean_Node,190.623,(r)) (ASC,130.547,(d)) (sextile,5')\n(MC,2.371,(r)) (Neptune,182.496,(d)) (opposition,8')", "(Jupiter,43.773,(r)) (ASC,103.777,(c)) (sextile,0')\n(ASC,119.727,(r)) (Mean_Node,179.695,(c)) (sextile,2')", '', "(Mercury,217.545,(r)) (MC,157.489,(c)) (sextile,3')", '', '', "(Mars,182.170,(r)) (MC,32.090,(d)) (150-quincunx,5')", "(Venus,152.351,(r)) (MC,32.404,(d)) (trine,3')", '', '', "(ASC,119.727,(r)) (Uranus,89.775,(d)) (30-semisextile,3')\n(MC,2.371,(r)) (Saturn,2.336,(c)) (conjunction,2')", "(MC,2.371,(r)) (Sun,212.345,(d)) (150-quincunx,2')", '', "(MC,2.371,(r)) (Moon,212.347,(c)) (150-quincunx,1')", '', 11]
['23:11:04', "(Mean_Node,190.623,(r)) (ASC,130.570,(d)) (sextile,3')\n(MC,2.408,(r)) (Neptune,182.497,(d)) (opposition,5')", "(Jupiter,43.773,(r)) (ASC,103.803,(c)) (sextile,2')\n(ASC,119.751,(r)) (Mean_Node,179.694,(c)) (sextile,3')", '', "(Mercury,217.546,(r)) (MC,157.524,(c)) (sextile,1')", '', '', "(Mars,182.170,(r)) (MC,32.125,(d)) (150-quincunx,3')", "(Venus,152.351,(r)) (MC,32.439,(d)) (trine,5')\n(Venus,152.351,(r)) (MC,152.184,(c)) (conjunction,10')", '', '', "(ASC,119.751,(r)) (Uranus,89.773,(d)) (30-semisextile,1')\n(MC,2.408,(r)) (Saturn,2.344,(c)) (conjunction,4')", "(MC,2.408,(r)) (Sun,212.347,(d)) (150-quincunx,4')", '', "(MC,2.408,(r)) (Moon,212.350,(c)) (150-quincunx,3')", '', 12]
['23:11:12', "(Mean_Node,190.623,(r)) (ASC,130.593,(d)) (sextile,2')\n(MC,2.444,(r)) (Neptune,182.498,(d)) (opposition,3')", "(Jupiter,43.773,(r)) (ASC,103.830,(c)) (sextile,3')\n(ASC,119.774,(r)) (Mean_Node,179.693,(c)) (sextile,5')", '', "(Mercury,217.546,(r)) (MC,157.560,(c)) (sextile,1')", '', '', "(Mars,182.170,(r)) (MC,32.159,(d)) (150-quincunx,1')", "(Venus,152.351,(r)) (MC,152.219,(c)) (conjunction,8')", '', '', "(ASC,119.774,(r)) (Uranus,89.771,(d)) (30-semisextile,0')\n(MC,2.444,(r)) (Saturn,2.351,(c)) (conjunction,6')", '', '', "(MC,2.444,(r)) (Moon,212.352,(c)) (150-quincunx,5')", '', 10]
['23:11:20', "(Mean_Node,190.623,(r)) (ASC,130.616,(d)) (sextile,0')\n(MC,2.480,(r)) (Neptune,182.499,(d)) (opposition,1')", "(Jupiter,43.773,(r)) (ASC,103.856,(c)) (sextile,5')", '', "(Mercury,217.546,(r)) (MC,157.595,(c)) (sextile,3')", '', '', "(Mars,182.171,(r)) (MC,32.194,(d)) (150-quincunx,1')", "(Venus,152.351,(r)) (MC,152.255,(c)) (conjunction,6')", '', '', "(ASC,119.798,(r)) (Uranus,89.769,(d)) (30-semisextile,2')\n(MC,2.480,(r)) (Saturn,2.358,(c)) (conjunction,7')", '', '', '', '', 8]
['23:11:28', "(Mean_Node,190.623,(r)) (ASC,130.639,(d)) (sextile,1')\n(MC,2.517,(r)) (Neptune,182.500,(d)) (opposition,1')", '', '', "(Mercury,217.546,(r)) (MC,157.631,(c)) (sextile,5')", '', '', "(Mars,182.171,(r)) (MC,32.229,(d)) (150-quincunx,4')", "(Venus,152.351,(r)) (MC,152.290,(c)) (conjunction,4')", '', '', "(ASC,119.822,(r)) (Uranus,89.767,(d)) (30-semisextile,3')\n(MC,2.517,(r)) (Saturn,2.365,(c)) (conjunction,9')", "(Mean_Node,190.623,(r)) (MC,145.546,(c)) (45-semisquare,5')", '', '', '', 8]
['23:11:36', "(Mean_Node,190.623,(r)) (ASC,130.662,(d)) (sextile,2')\n(MC,2.553,(r)) (Neptune,182.501,(d)) (opposition,3')", '', '', '', '', '', "(Mars,182.171,(r)) (MC,32.264,(d)) (150-quincunx,6')", "(Venus,152.352,(r)) (MC,152.325,(c)) (conjunction,2')", '', '', "(ASC,119.845,(r)) (Uranus,89.765,(d)) (30-semisextile,5')", "(Mean_Node,190.623,(r)) (MC,145.580,(c)) (45-semisquare,3')", '', '', '', 6]
['23:11:44', "(Mean_Node,190.623,(r)) (ASC,130.685,(d)) (sextile,4')\n(MC,2.590,(r)) (Neptune,182.502,(d)) (opposition,5')\n(MC,2.590,(r)) (Mean_Node,182.748,(c)) (opposition,10')", '', '', '', '', '', '', "(Venus,152.352,(r)) (MC,152.360,(c)) (conjunction,1')", '', '', '', "(Mean_Node,190.623,(r)) (MC,145.615,(c)) (45-semisquare,0')", '', '', '', 5]
['23:11:52', "(Mean_Node,190.623,(r)) (ASC,130.708,(d)) (sextile,5')\n(MC,2.626,(r)) (Neptune,182.503,(d)) (opposition,7')\n(MC,2.626,(r)) (Mean_Node,182.748,(c)) (opposition,7')", '', '', '', '', '', '', "(Venus,152.352,(r)) (MC,152.395,(c)) (conjunction,3')", '', '', '', "(Mean_Node,190.623,(r)) (MC,145.650,(c)) (45-semisquare,2')", '', '', '', 5]
['23:12:00', "(MC,2.663,(r)) (Neptune,182.504,(d)) (opposition,9')\n(MC,2.663,(r)) (Mean_Node,182.747,(c)) (opposition,5')", '', '', '', '', '', '', "(Venus,152.352,(r)) (MC,152.431,(c)) (conjunction,5')", '', '', '', "(Mean_Node,190.623,(r)) (MC,145.684,(c)) (45-semisquare,4')", '', '', '', 4]
['23:12:08', "(MC,2.699,(r)) (Mean_Node,182.746,(c)) (opposition,3')", '', '', '', '', "(Pluto,124.179,(r)) (MC,154.094,(c)) (30-semisextile,5')", '', "(Venus,152.352,(r)) (MC,152.466,(c)) (conjunction,7')", '', '', '', '', '', '', '', 3]
['23:12:16', "(MC,2.735,(r)) (Mean_Node,182.745,(c)) (opposition,1')", '', '', '', '', "(Pluto,124.179,(r)) (MC,154.130,(c)) (30-semisextile,3')", '', "(Venus,152.352,(r)) (MC,152.501,(c)) (conjunction,9')", '', '', '', '', '', '', '', 3]
['23:12:24', "(MC,2.772,(r)) (Mean_Node,182.744,(c)) (opposition,2')", '', '', '', '', "(Pluto,124.179,(r)) (MC,154.165,(c)) (30-semisextile,1')", '', '', '', '', '', '', '', '', '', 2]
['23:12:31', "(MC,2.808,(r)) (Mean_Node,182.744,(c)) (opposition,4')", '', '', '', '', "(Pluto,124.179,(r)) (MC,154.200,(c)) (30-semisextile,1')", '', '', '', '', '', '', "(MC,2.808,(r)) (Moon,212.901,(c)) (150-quincunx,6')", '', '', 3]
['23:12:39', "(MC,2.845,(r)) (Mean_Node,182.743,(c)) (opposition,6')", '', '', '', '', "(Pluto,124.179,(r)) (MC,154.236,(c)) (30-semisextile,3')", '', '', '', '', '', '', "(MC,2.845,(r)) (Moon,212.904,(c)) (150-quincunx,4')", '', '', 3]
['23:12:47', "(MC,2.881,(r)) (Mean_Node,182.742,(c)) (opposition,8')", '', "(Sun,195.515,(r)) (ASC,135.431,(d)) (sextile,5')", '', '', "(Pluto,124.179,(r)) (MC,154.271,(c)) (30-semisextile,5')", '', '', '', '', '', "(ASC,120.058,(r)) (Jupiter,0.148,(c)) (trine,5')", "(MC,2.881,(r)) (Moon,212.907,(c)) (150-quincunx,2')", '', "(ASC,120.058,(r)) (Mean_Node,210.141,(d)) (square,5')", 6]
['23:12:56', "(MC,2.917,(r)) (Mean_Node,182.741,(c)) (opposition,11')", '', "(Sun,195.515,(r)) (ASC,135.454,(d)) (sextile,4')", '', '', '', '', '', '', '', '', "(ASC,120.082,(r)) (Jupiter,0.156,(c)) (trine,4')", "(MC,2.917,(r)) (Moon,212.910,(c)) (150-quincunx,0')", '', "(ASC,120.082,(r)) (Mean_Node,210.143,(d)) (square,4')", 5]
['23:13:04', "(Neptune,176.003,(r)) (ASC,130.915,(d)) (45-semisquare,5')", '', "(Sun,195.515,(r)) (ASC,135.477,(d)) (sextile,2')\n(Jupiter,43.772,(r)) (ASC,103.693,(c)) (sextile,5')", '', '', '', '', '', '', '', '', "(ASC,120.105,(r)) (Jupiter,0.165,(c)) (trine,4')", "(ASC,120.105,(r)) (Uranus,90.191,(d)) (30-semisextile,5')\n(MC,2.954,(r)) (Moon,212.913,(c)) (150-quincunx,2')", '', "(ASC,120.105,(r)) (Mean_Node,210.145,(d)) (square,2')", 7]
['23:13:12', "(Neptune,176.003,(r)) (ASC,130.938,(d)) (45-semisquare,4')", '', "(Sun,195.515,(r)) (ASC,135.500,(d)) (sextile,1')\n(Jupiter,43.772,(r)) (ASC,103.719,(c)) (sextile,3')", '', '', '', '', '', '', '', '', "(ASC,120.129,(r)) (Jupiter,0.173,(c)) (trine,3')", "(ASC,120.129,(r)) (Uranus,90.189,(d)) (30-semisextile,4')\n(MC,2.990,(r)) (Moon,212.916,(c)) (150-quincunx,4')", '', "(ASC,120.129,(r)) (Mean_Node,210.148,(d)) (square,1')", 7]
['23:13:20', "(Neptune,176.003,(r)) (ASC,130.961,(d)) (45-semisquare,3')", '', "(Sun,195.515,(r)) (ASC,135.523,(d)) (sextile,0')\n(Jupiter,43.772,(r)) (ASC,103.745,(c)) (sextile,2')", '', "(MC,3.027,(r)) (Sun,183.199,(c)) (opposition,10')", '', '', '', '', '', '', "(ASC,120.153,(r)) (Jupiter,0.182,(c)) (trine,2')", "(ASC,120.153,(r)) (Uranus,90.187,(d)) (30-semisextile,2')", '', "(ASC,120.153,(r)) (Mean_Node,210.150,(d)) (square,0')", 7]
['23:13:28', "(Neptune,176.003,(r)) (ASC,130.984,(d)) (45-semisquare,1')", '', "(Sun,195.515,(r)) (ASC,135.546,(d)) (sextile,2')\n(Jupiter,43.772,(r)) (ASC,103.772,(c)) (sextile,0')", '', "(MC,3.063,(r)) (Sun,183.198,(c)) (opposition,8')", '', '', '', '', '', '', "(ASC,120.176,(r)) (Jupiter,0.190,(c)) (trine,1')", "(ASC,120.176,(r)) (Uranus,90.185,(d)) (30-semisextile,1')", '', "(ASC,120.176,(r)) (Mean_Node,210.152,(d)) (square,1')", 7]
['23:13:36', "(Neptune,176.003,(r)) (ASC,131.007,(d)) (45-semisquare,0')", '', "(Sun,195.515,(r)) (ASC,135.568,(d)) (sextile,3')\n(Jupiter,43.772,(r)) (ASC,103.798,(c)) (sextile,2')", '', "(MC,3.100,(r)) (Sun,183.197,(c)) (opposition,6')", '', '', '', '', '', '', "(ASC,120.200,(r)) (Jupiter,0.198,(c)) (trine,0')", "(ASC,120.200,(r)) (Uranus,90.183,(d)) (30-semisextile,1')", '', "(ASC,120.200,(r)) (Mean_Node,210.154,(d)) (square,3')", 7]
['23:13:44', "(Neptune,176.003,(r)) (ASC,131.030,(d)) (45-semisquare,2')\n(MC,3.136,(r)) (Saturn,63.192,(d)) (sextile,3')", '', "(Sun,195.516,(r)) (ASC,135.591,(d)) (sextile,5')\n(Jupiter,43.772,(r)) (ASC,103.824,(c)) (sextile,3')", '', "(MC,3.136,(r)) (Sun,183.196,(c)) (opposition,4')", '', '', '', '', '', '', "(ASC,120.224,(r)) (Jupiter,0.207,(c)) (trine,1')", "(ASC,120.224,(r)) (Uranus,90.181,(d)) (30-semisextile,3')", '', "(ASC,120.224,(r)) (Mean_Node,210.156,(d)) (square,4')", 8]
['23:13:52', "(Neptune,176.003,(r)) (ASC,131.053,(d)) (45-semisquare,3')\n(MC,3.172,(r)) (Saturn,63.188,(d)) (sextile,1')", '', "(Jupiter,43.772,(r)) (ASC,103.850,(c)) (sextile,5')", '', "(MC,3.172,(r)) (Sun,183.195,(c)) (opposition,1')", '', '', "(ASC,120.247,(r)) (Jupiter,75.323,(d)) (45-semisquare,5')", '', '', '', "(ASC,120.247,(r)) (Jupiter,0.215,(c)) (trine,2')", "(ASC,120.247,(r)) (Uranus,90.179,(d)) (30-semisextile,4')", '', "(ASC,120.247,(r)) (Mean_Node,210.158,(d)) (square,5')", 8]
['23:14:00', "(Neptune,176.003,(r)) (ASC,131.076,(d)) (45-semisquare,4')\n(MC,3.209,(r)) (Saturn,63.185,(d)) (sextile,1')", '', '', '', "(MC,3.209,(r)) (Sun,183.194,(c)) (opposition,1')", '', '', "(ASC,120.271,(r)) (Jupiter,75.319,(d)) (45-semisquare,3')", '', '', '', "(ASC,120.271,(r)) (Jupiter,0.223,(c)) (trine,3')", '', '', "(MC,3.209,(r)) (Uranus,3.375,(c)) (conjunction,10')", 6]
['23:14:08', "(MC,3.245,(r)) (Saturn,63.181,(d)) (sextile,4')", '', '', '', "(MC,3.245,(r)) (Sun,183.193,(c)) (opposition,3')", '', '', "(ASC,120.294,(r)) (Jupiter,75.315,(d)) (45-semisquare,1')", '', '', '', "(ASC,120.294,(r)) (Jupiter,0.232,(c)) (trine,4')", '', '', "(MC,3.245,(r)) (Uranus,3.385,(c)) (conjunction,8')", 5]
['23:14:15', '', '', '', '', "(MC,3.282,(r)) (Sun,183.192,(c)) (opposition,5')", '', '', "(ASC,120.318,(r)) (Jupiter,75.311,(d)) (45-semisquare,0')", '', '', '', "(ASC,120.318,(r)) (Jupiter,0.240,(c)) (trine,5')", '', '', "(MC,3.282,(r)) (Uranus,3.395,(c)) (conjunction,7')", 4]
['23:14:23', '', '', '', '', "(MC,3.318,(r)) (Sun,183.190,(c)) (opposition,8')", "(Mean_Node,190.623,(r)) (ASC,100.540,(c)) (square,5')", '', "(ASC,120.342,(r)) (Jupiter,75.308,(d)) (45-semisquare,2')", '', '', '', "(ASC,120.342,(r)) (Jupiter,0.248,(c)) (trine,6')", '', "(Uranus,55.574,(r)) (MC,145.491,(c)) (square,5')", "(MC,3.318,(r)) (Uranus,3.406,(c)) (conjunction,5')", 6]
['23:14:31', '', '', '', '', "(MC,3.354,(r)) (Sun,183.189,(c)) (opposition,10')", "(Mean_Node,190.623,(r)) (ASC,100.567,(c)) (square,3')", '', "(ASC,120.365,(r)) (Jupiter,75.304,(d)) (45-semisquare,4')", '', '', '', '', '', "(Uranus,55.574,(r)) (MC,145.526,(c)) (square,3')", "(MC,3.354,(r)) (Uranus,3.416,(c)) (conjunction,4')", 5]
['23:14:39', '', '', '', '', '', "(Mean_Node,190.623,(r)) (ASC,100.594,(c)) (square,2')", '', "(ASC,120.389,(r)) (Jupiter,75.300,(d)) (45-semisquare,5')", '', '', '', '', '', "(Uranus,55.574,(r)) (MC,145.560,(c)) (square,1')", "(MC,3.391,(r)) (Uranus,3.427,(c)) (conjunction,2')", 4]
['23:14:47', '', '', '', '', '', "(Mean_Node,190.623,(r)) (ASC,100.621,(c)) (square,0')", '', '', '', '', '', '', '', "(Uranus,55.574,(r)) (MC,145.595,(c)) (square,1')", "(MC,3.427,(r)) (Uranus,3.437,(c)) (conjunction,1')", 3]
['23:14:56', '', '', '', '', '', "(Mean_Node,190.623,(r)) (ASC,100.648,(c)) (square,2')", '', '', "(Mars,182.172,(r)) (MC,152.094,(c)) (30-semisextile,5')", '', '', '', '', "(Uranus,55.574,(r)) (MC,145.630,(c)) (square,3')", "(MC,3.464,(r)) (Uranus,3.447,(c)) (conjunction,1')", 4]
['23:15:04', '', '', '', '', '', "(Mean_Node,190.623,(r)) (ASC,100.675,(c)) (square,3')", '', '', "(Mars,182.172,(r)) (MC,152.129,(c)) (30-semisextile,3')", '', '', '', '', "(Uranus,55.574,(r)) (MC,145.664,(c)) (square,5')", "(MC,3.500,(r)) (Uranus,3.458,(c)) (conjunction,3')", 4]
['23:15:12', '', '', '', '', '', "(Mean_Node,190.623,(r)) (ASC,100.702,(c)) (square,5')", '', '', "(Mars,182.172,(r)) (MC,152.164,(c)) (30-semisextile,0')", '', '', '', '', '', "(MC,3.537,(r)) (Uranus,3.468,(c)) (conjunction,4')", 3]
['23:15:20', '', '', '', '', '', '', "(ASC,120.507,(r)) (Saturn,75.590,(d)) (45-semisquare,5')", '', "(Mars,182.172,(r)) (MC,152.199,(c)) (30-semisextile,2')", '', '', '', '', '', "(MC,3.573,(r)) (Uranus,3.478,(c)) (conjunction,6')", 3]
['23:15:28', '', '', '', '', '', '', "(ASC,120.530,(r)) (Saturn,75.586,(d)) (45-semisquare,3')", '', "(Mars,182.172,(r)) (MC,152.235,(c)) (30-semisextile,4')", '', '', '', '', '', "(MC,3.609,(r)) (Uranus,3.489,(c)) (conjunction,7')", 3]
['23:15:36', '', '', '', '', '', '', "(ASC,120.554,(r)) (Saturn,75.582,(d)) (45-semisquare,2')", '', '', "(ASC,120.554,(r)) (Mars,165.639,(c)) (45-semisquare,5')", '', '', '', '', "(MC,3.646,(r)) (Uranus,3.499,(c)) (conjunction,9')", 3]
['23:15:44', '', '', '', "(MC,3.682,(r)) (Sun,183.857,(c)) (opposition,10')", '', '', "(ASC,120.578,(r)) (Saturn,75.577,(d)) (45-semisquare,0')", "(ASC,120.578,(r)) (Venus,165.653,(d)) (45-semisquare,5')", '', "(ASC,120.578,(r)) (Mars,165.637,(c)) (45-semisquare,4')", '', '', '', '', "(MC,3.682,(r)) (Uranus,3.509,(c)) (conjunction,10')", 5]
