Time,all-pd,mj1-pd,mj2-pd,mja-pd,min-pd,all-sc,mj1-sc,mj2-sc,mja-sc,min-sc
04:17:28,6,2,1,3,3,30,3,13,16,14
04:17:20,7,2,1,3,4,28,2,12,14,14
04:17:12,9,2,1,3,6,27,2,12,14,13
03:56:23,9,2,1,3,6,20,4,8,12,8
17:56:32,8,1,2,3,5,16,0,10,10,6
17:54:56,11,1,2,3,8,24,2,12,14,10
17:54:40,13,1,2,3,10,20,1,10,11,9
03:59:20,5,1,2,3,2,22,2,5,7,15
03:59:12,5,1,2,3,2,25,2,5,7,18
20:41:36,4,0,3,3,1,26,2,12,14,12
20:41:28,5,0,3,3,2,23,2,9,11,12
12:39:03,4,1,2,3,1,24,5,12,17,7
09:54:00,7,1,2,3,4,19,1,8,9,10
03:57:04,7,1,2,3,4,15,0,10,10,5
14:14:23,6,2,1,3,3,25,3,12,15,10
14:14:15,6,1,2,3,3,25,3,10,13,12
14:14:00,7,1,2,3,4,30,3,10,13,17
14:13:20,9,0,3,3,6,24,1,7,8,16
14:13:12,7,0,3,3,4,23,1,7,8,15
14:12:31,7,1,2,3,4,19,1,11,12,7
14:12:24,8,1,2,3,5,21,1,14,15,6
09:53:52,5,1,2,3,2,15,1,5,6,9
09:53:44,5,1,2,3,2,17,2,6,8,9
20:40:56,5,1,2,3,2,18,0,8,8,10
20:40:40,3,1,2,3,0,23,1,10,11,12
20:40:32,3,1,2,3,0,24,1,10,11,13
20:40:24,3,1,2,3,0,25,1,11,12,13
20:40:08,5,1,2,3,2,26,1,12,13,13
20:38:56,9,0,3,3,6,27,1,13,14,13
20:38:39,9,0,3,3,6,29,1,14,15,14
20:38:31,7,0,3,3,4,27,1,13,14,13
03:52:08,7,0,3,3,4,19,5,6,11,8
17:58:23,10,0,3,3,7,17,0,8,8,9
14:12:16,7,1,2,3,4,24,1,14,15,9
14:11:52,11,1,2,3,8,21,3,9,12,9
14:11:36,12,1,2,3,9,24,3,11,14,10
14:11:20,8,2,1,3,5,26,3,12,15,11
14:11:12,7,2,1,3,4,24,3,11,14,10
14:10:56,6,1,2,3,3,24,3,13,16,8
14:10:32,8,0,3,3,5,25,1,17,18,7
17:57:28,3,2,1,3,0,21,0,8,8,13
03:57:28,7,2,1,3,4,15,1,7,8,7
03:57:20,7,2,1,3,4,17,1,9,10,7
03:57:12,7,2,1,3,4,14,0,9,9,5
20:38:23,5,0,3,3,2,29,2,13,15,14
20:38:15,5,0,3,3,2,28,2,11,13,15
09:48:23,7,1,2,3,4,26,5,7,12,14
09:48:15,8,1,2,3,5,26,5,7,12,14
12:42:47,7,1,2,3,4,28,3,11,14,14
12:42:39,7,2,1,3,4,24,3,9,12,12
18:02:31,8,0,3,3,5,26,2,16,18,8
18:01:36,7,1,2,3,4,19,2,10,12,7
18:01:28,7,1,2,3,4,20,2,10,12,8
18:01:20,6,1,2,3,3,23,2,9,11,12
18:01:12,5,1,2,3,2,22,1,9,10,12
09:51:20,7,1,2,3,4,29,4,8,12,17
20:35:20,7,1,2,3,4,22,1,12,13,9
01:41:44,8,0,3,3,5,22,3,9,12,10
01:40:08,7,1,2,3,4,23,2,7,9,14
20:34:00,5,1,2,3,2,24,1,15,16,8
20:33:52,5,1,2,3,2,21,1,14,15,6
20:33:36,5,0,3,3,2,19,2,11,13,6
20:33:28,7,0,3,3,4,21,2,12,14,7
20:33:20,7,0,3,3,4,19,2,11,13,6
20:32:48,9,0,3,3,6,24,1,13,14,10
20:32:16,8,0,3,3,5,24,1,13,14,10
20:31:52,6,0,3,3,3,27,1,13,14,13
20:31:44,5,0,3,3,2,27,1,14,15,12
14:10:08,9,0,3,3,6,21,1,11,12,9
14:08:56,4,0,3,3,1,27,1,11,12,15
14:08:48,3,0,3,3,0,25,1,11,12,13
08:13:52,9,2,1,3,6,22,4,4,8,14
08:13:44,9,3,0,3,6,24,4,7,11,13
08:13:36,6,3,0,3,3,22,3,8,11,11
01:43:43,4,2,1,3,1,34,0,16,16,18
01:43:35,4,2,1,3,1,31,0,15,15,16
01:43:28,5,2,1,3,2,28,0,12,12,16
09:46:47,7,1,2,3,4,22,7,8,15,7
09:46:39,6,1,2,3,3,20,7,6,13,7
12:44:39,7,2,1,3,4,28,1,14,15,13
09:50:07,8,2,1,3,5,27,3,12,15,12
01:45:59,7,0,3,3,4,26,2,6,8,18
18:07:12,9,0,3,3,6,21,4,11,15,6
18:06:08,9,0,3,3,6,29,2,15,17,12
03:51:20,9,1,2,3,6,16,5,4,9,7
03:51:04,9,2,1,3,6,15,4,5,9,6
03:50:56,11,2,1,3,8,15,5,4,9,6
03:50:47,11,2,1,3,8,17,6,4,10,7
03:50:31,13,2,1,3,10,19,6,6,12,7
18:04:39,5,2,1,3,2,26,3,11,14,12
01:45:12,7,1,2,3,4,25,2,9,11,14
01:48:07,6,1,2,3,3,19,3,4,7,12
01:47:59,7,1,2,3,4,17,2,4,6,11
01:47:51,7,1,2,3,4,16,2,3,5,11
08:16:15,10,3,0,3,7,18,3,7,10,8
03:48:23,10,3,0,3,7,18,2,6,8,10
03:48:15,12,3,0,3,9,17,3,4,7,10
18:08:56,7,1,2,3,4,22,1,11,12,10
18:08:47,8,1,2,3,5,21,1,11,12,9
18:08:39,7,1,2,3,4,22,1,14,15,7
18:07:44,7,0,3,3,4,29,8,13,21,8
18:07:28,7,0,3,3,4,26,6,13,19,7
01:48:15,5,1,2,3,2,18,3,3,6,12
01:51:52,9,0,3,3,6,21,1,7,8,13
01:51:44,9,0,3,3,6,20,1,7,8,12
01:51:36,8,0,3,3,5,20,1,7,8,12
01:50:47,5,0,3,3,2,30,6,7,13,17
01:50:31,5,0,3,3,2,36,7,7,14,22
20:23:52,9,2,1,3,6,19,3,9,12,7
09:41:52,6,2,1,3,3,23,3,7,10,13
09:45:36,7,1,2,3,4,15,3,5,8,7
09:45:28,9,1,2,3,6,14,2,5,7,7
09:45:20,8,1,2,3,5,16,2,6,8,8
09:48:07,8,1,2,3,5,23,4,7,11,12
09:47:59,8,1,2,3,5,21,4,6,10,11
09:47:43,10,1,2,3,7,22,4,7,11,11
09:47:35,11,1,2,3,8,23,4,8,12,11
09:47:20,9,1,2,3,6,22,7,7,14,8
03:49:35,10,1,2,3,7,21,3,9,12,9
03:49:19,9,1,2,3,6,19,2,8,10,9
03:48:56,9,2,1,3,6,20,2,8,10,10
03:48:39,7,2,1,3,4,16,1,8,9,7
03:48:31,7,3,0,3,4,20,2,8,10,10
08:13:28,5,3,0,3,2,19,1,8,9,10
14:08:00,8,1,2,3,5,21,1,8,9,12
14:06:24,6,2,1,3,3,29,5,13,18,11
08:16:23,8,3,0,3,5,16,2,6,8,8
08:14:56,7,1,2,3,4,25,5,7,12,13
08:17:52,6,3,0,3,3,24,2,10,12,12
08:17:44,7,3,0,3,4,24,2,10,12,12
08:16:56,5,3,0,3,2,20,2,8,10,10
08:16:31,7,3,0,3,4,18,2,8,10,8
18:10:00,7,0,3,3,4,25,3,10,13,12
18:09:52,8,0,3,3,5,28,3,13,16,12
09:47:12,8,1,2,3,5,23,8,7,15,8
09:47:04,8,1,2,3,5,26,9,8,17,9
20:23:44,6,2,1,3,3,16,3,6,9,7
20:23:36,7,2,1,3,4,15,3,6,9,6
20:23:28,8,1,2,3,5,22,4,10,14,8
20:22:08,5,1,2,3,2,23,3,10,13,10
20:22:00,6,1,2,3,3,22,4,10,14,8
20:21:52,7,1,2,3,4,24,3,13,16,8
01:53:44,8,1,2,3,5,26,7,7,14,12
01:53:12,8,1,2,3,5,19,3,3,6,13
20:21:44,7,1,2,3,4,22,4,11,15,7
20:21:28,6,0,3,3,3,20,4,9,13,7
20:20:24,7,1,2,3,4,17,2,8,10,7
18:16:07,5,0,3,3,2,19,2,6,8,11
18:15:59,5,0,3,3,2,18,3,6,9,9
18:15:51,6,0,3,3,3,18,4,6,10,8
18:15:43,7,0,3,3,4,19,4,9,13,6
18:15:35,7,0,3,3,4,22,6,8,14,8
18:15:27,8,0,3,3,5,23,6,9,15,8
18:15:19,9,0,3,3,6,25,5,9,14,11
18:14:39,9,1,2,3,6,21,0,8,8,13
18:14:31,7,1,2,3,4,22,1,9,10,12
18:14:23,8,1,2,3,5,24,1,11,12,12
18:13:51,8,1,2,3,5,28,1,13,14,14
03:47:04,6,2,1,3,3,26,3,12,15,11
03:46:31,5,2,1,3,2,26,3,11,14,12
08:25:44,5,1,2,3,2,20,4,7,11,9
03:44:15,5,2,1,3,2,22,2,11,13,9
03:44:08,5,2,1,3,2,25,2,13,15,10
03:44:00,7,2,1,3,4,25,2,13,15,10
18:18:00,6,1,2,3,3,35,1,19,20,15
18:16:31,7,0,3,3,4,22,0,11,11,11
14:03:20,8,2,1,3,5,27,3,10,13,14
14:03:12,8,1,2,3,5,27,3,9,12,15
14:03:04,7,2,1,3,4,24,2,7,9,15
14:02:08,6,2,1,3,3,25,1,6,7,18
08:18:48,6,2,1,3,3,21,3,7,10,11
08:22:24,8,1,2,3,5,13,2,3,5,8
09:37:51,6,1,2,3,3,18,0,7,7,11
09:37:43,6,1,2,3,3,19,0,7,7,12
09:37:35,6,0,3,3,3,19,1,6,7,12
09:40:00,4,0,3,3,1,17,2,8,10,7
09:39:51,3,0,3,3,0,19,2,10,12,7
09:39:43,3,0,3,3,0,22,2,10,12,10
09:43:28,5,1,2,3,2,29,1,9,10,19
12:51:12,4,0,3,3,1,22,1,19,20,2
12:50:56,7,0,3,3,4,18,3,13,16,2
12:50:23,7,0,3,3,4,20,3,12,15,5
12:50:15,7,0,3,3,4,22,3,12,15,7
12:50:07,8,0,3,3,5,22,1,13,14,8
09:39:35,5,0,3,3,2,25,3,11,14,11
18:19:12,9,1,2,3,6,32,3,15,18,14
18:18:32,8,0,3,3,5,44,3,20,23,21
03:44:56,5,2,1,3,2,30,3,14,17,13
03:44:47,5,2,1,3,2,30,3,14,17,13
14:01:12,9,1,2,3,6,25,0,8,8,17
08:23:04,10,1,2,3,7,12,2,2,4,8
08:26:47,6,3,0,3,3,26,4,7,11,15
08:26:39,7,3,0,3,4,25,4,5,9,16
08:26:31,7,3,0,3,4,27,4,6,10,17
08:26:23,8,3,0,3,5,27,4,7,11,16
08:26:15,7,3,0,3,4,24,3,6,9,15
08:26:00,7,1,2,3,4,23,3,6,9,14
08:25:52,7,1,2,3,4,23,3,6,9,14
13:55:59,10,0,3,3,7,22,2,8,10,12
18:21:44,10,2,1,3,7,20,1,10,11,9
18:21:12,6,1,2,3,3,20,1,8,9,11
03:42:16,7,1,2,3,4,13,2,3,5,8
18:20:08,5,2,1,3,2,19,4,5,9,10
08:25:36,7,0,3,3,4,18,3,7,10,8
08:25:12,6,1,2,3,3,22,3,8,11,11
08:30:48,7,2,1,3,4,20,0,12,12,8
08:30:40,7,2,1,3,4,23,0,13,13,10
18:19:20,11,1,2,3,8,32,3,14,17,15
18:23:12,9,2,1,3,6,22,2,9,11,11
03:37:35,8,1,2,3,5,36,5,14,19,17
03:41:12,3,2,1,3,0,14,1,5,6,8
03:41:04,3,2,1,3,0,14,1,4,5,9
13:57:27,6,2,1,3,3,22,2,12,14,8
13:57:11,7,2,1,3,4,22,2,10,12,10
13:57:04,10,2,1,3,7,21,2,9,11,10
13:56:56,11,2,1,3,8,21,3,8,11,10
13:56:47,11,2,1,3,8,24,3,10,13,11
13:56:39,11,2,1,3,8,23,3,9,12,11
13:56:07,10,1,2,3,7,23,2,8,10,13
09:39:11,9,1,2,3,6,24,3,9,12,12
20:18:08,6,2,1,3,3,26,0,14,14,12
20:17:52,6,2,1,3,3,25,0,11,11,14
20:17:44,6,2,1,3,3,24,0,10,10,14
20:17:36,7,2,1,3,4,29,0,12,12,17
01:54:56,3,2,1,3,0,28,5,11,16,12
01:54:47,3,2,1,3,0,30,6,11,17,13
01:59:35,5,1,2,3,2,25,2,8,10,15
20:15:28,7,1,2,3,4,21,1,15,16,5
08:32:32,8,2,1,3,5,25,2,16,18,7
08:32:24,7,2,1,3,4,26,2,17,19,7
08:32:08,6,1,2,3,3,23,2,17,19,4
18:26:15,7,1,2,3,4,18,2,6,8,10
18:25:43,6,1,2,3,3,15,2,5,7,8
18:25:20,7,1,2,3,4,20,2,9,11,9
18:25:12,8,1,2,3,5,18,2,8,10,8
18:25:04,9,1,2,3,6,20,2,8,10,10
18:24:39,5,1,2,3,2,24,2,10,12,12
18:23:44,6,2,1,3,3,21,3,11,14,7
18:23:28,8,2,1,3,5,21,2,12,14,7
18:26:56,8,3,0,3,5,16,1,7,8,8
18:26:47,8,3,0,3,5,17,2,7,9,8
18:26:39,9,2,1,3,6,18,2,9,11,7
03:34:47,5,2,1,3,2,22,4,6,10,12
03:34:39,6,2,1,3,3,22,4,7,11,11
03:34:31,6,2,1,3,3,22,3,7,10,12
18:26:23,6,1,2,3,3,18,2,7,9,9
13:55:43,11,0,3,3,8,22,3,11,14,8
13:55:35,8,0,3,3,5,24,3,11,14,10
08:32:40,7,3,0,3,4,27,4,16,20,7
02:02:15,4,0,3,3,1,26,1,7,8,18
02:02:08,5,1,2,3,2,26,1,6,7,19
09:35:51,11,1,2,3,8,32,2,15,17,15
12:53:44,4,1,2,3,1,16,1,6,7,9
12:53:36,3,1,2,3,0,14,1,5,6,8
12:51:52,5,0,3,3,2,26,2,20,22,4
12:51:44,4,0,3,3,1,22,1,17,18,4
20:15:12,5,1,2,3,2,18,1,12,13,5
20:15:04,4,1,2,3,1,19,1,13,14,5
18:29:44,6,1,2,3,3,22,4,10,14,8
18:28:47,7,3,0,3,4,20,2,8,10,10
08:32:00,6,1,2,3,3,25,2,17,19,6
13:52:23,8,1,2,3,5,29,9,9,18,11
13:52:15,7,1,2,3,4,31,12,9,21,10
13:51:52,10,1,2,3,7,31,11,12,23,8
08:35:36,7,1,2,3,4,18,3,4,7,11
08:35:28,8,1,2,3,5,20,2,6,8,12
08:35:20,9,1,2,3,6,20,1,6,7,13
18:28:15,5,1,2,3,2,16,2,6,8,8
18:27:43,5,2,1,3,2,16,0,8,8,8
18:32:56,6,2,1,3,3,24,3,12,15,9
18:32:47,5,2,1,3,2,26,3,13,16,10
18:30:24,8,0,3,3,5,23,2,12,14,9
18:30:16,8,0,3,3,5,22,3,12,15,7
20:13:44,4,2,1,3,1,16,1,8,9,7
09:37:04,5,0,3,3,2,27,2,10,12,15
09:36:56,4,1,2,3,1,26,2,9,11,15
09:36:31,7,1,2,3,4,27,2,11,13,14
09:36:23,8,1,2,3,5,26,2,11,13,13
02:04:31,7,2,1,3,4,23,1,10,11,12
02:04:15,10,2,1,3,7,22,1,8,9,13
02:04:07,9,2,1,3,6,20,1,8,9,11
02:03:52,9,1,2,3,6,21,1,8,9,12
02:03:44,7,1,2,3,4,21,0,10,10,11
02:03:20,6,0,3,3,3,21,2,8,10,11
02:07:04,6,0,3,3,3,25,3,11,14,11
03:29:52,8,1,2,3,5,31,4,14,18,13
03:29:44,10,1,2,3,7,31,4,14,18,13
18:33:44,5,2,1,3,2,17,2,9,11,6
18:33:36,7,2,1,3,4,19,2,9,11,8
08:34:56,12,2,1,3,9,20,0,8,8,12
13:50:55,6,1,2,3,3,24,3,13,16,8
13:49:43,6,1,2,3,3,30,2,6,8,22
08:37:44,8,2,1,3,5,21,2,9,11,10
08:37:36,5,2,1,3,2,19,2,6,8,11
08:36:00,7,2,1,3,4,21,5,5,10,11
08:35:44,6,1,2,3,3,19,3,4,7,12
02:05:51,10,1,2,3,7,28,3,10,13,15
20:10:40,9,1,2,3,6,22,1,11,12,10
20:09:20,4,1,2,3,1,22,2,10,12,10
20:07:36,5,1,2,3,2,25,4,17,21,4
02:08:24,6,0,3,3,3,24,2,8,10,14
02:08:16,7,0,3,3,4,21,1,7,8,13
02:08:00,8,0,3,3,5,22,1,8,9,13
02:07:44,9,0,3,3,6,22,2,10,12,10
02:07:36,9,0,3,3,6,25,2,11,13,12
20:05:04,6,2,1,3,3,33,5,18,23,10
20:04:47,6,2,1,3,3,29,4,17,21,8
02:13:36,9,1,2,3,6,24,6,5,11,13
02:13:28,9,1,2,3,6,25,5,6,11,14
02:13:20,9,1,2,3,6,23,4,6,10,13
18:36:15,6,1,2,3,3,28,4,9,13,15
18:35:51,6,1,2,3,3,30,3,10,13,17
18:35:28,3,0,3,3,0,29,2,11,13,16
03:30:32,6,3,0,3,3,24,4,9,13,11
03:30:24,5,3,0,3,2,23,3,9,12,11
03:30:16,5,3,0,3,2,24,3,8,11,13
03:30:08,6,3,0,3,3,27,3,11,14,13
18:38:07,6,1,2,3,3,27,3,12,15,12
03:28:07,10,2,1,3,7,14,4,1,5,9
03:27:59,11,2,1,3,8,15,4,1,5,10
03:27:51,11,2,1,3,8,17,4,2,6,11
13:48:55,9,1,2,3,6,24,5,8,13,11
13:47:59,8,1,2,3,5,19,3,7,10,9
13:47:51,9,1,2,3,6,20,2,9,11,9
02:12:31,7,1,2,3,4,18,1,4,5,13
02:12:24,7,1,2,3,4,18,1,5,6,12
02:12:16,7,1,2,3,4,18,1,6,7,11
12:56:23,6,1,2,3,3,23,3,8,11,12
09:32:08,4,0,3,3,1,31,4,9,13,18
09:32:00,5,0,3,3,2,27,4,8,12,15
09:31:52,5,0,3,3,2,26,4,8,12,14
09:31:44,4,0,3,3,1,25,3,9,12,13
09:31:36,5,0,3,3,2,22,2,8,10,12
09:31:28,5,0,3,3,2,23,1,8,9,14
02:12:08,8,1,2,3,5,20,1,7,8,12
02:12:00,7,1,2,3,4,17,0,7,7,10
03:25:04,10,2,1,3,7,27,5,8,13,14
03:24:56,7,2,1,3,4,26,5,9,14,12
03:24:47,7,3,0,3,4,23,5,7,12,11
18:40:47,6,1,2,3,3,31,1,17,18,13
18:40:40,5,1,2,3,2,28,1,15,16,12
18:40:24,5,3,0,3,2,27,1,15,16,11
18:40:16,6,3,0,3,3,26,1,15,16,10
18:40:08,6,3,0,3,3,24,1,14,15,9
18:38:47,4,1,2,3,1,20,1,13,14,6
18:38:31,4,0,3,3,1,22,2,12,14,8
20:04:31,5,3,0,3,2,32,3,15,18,14
02:15:44,8,0,3,3,5,24,2,3,5,19
02:18:00,4,1,2,3,1,34,3,9,12,22
02:17:20,4,2,1,3,1,34,3,8,11,23
02:17:12,6,2,1,3,3,33,3,8,11,22
02:17:04,6,2,1,3,3,32,3,8,11,21
02:16:07,7,0,3,3,4,22,2,1,3,19
02:15:59,8,0,3,3,5,22,2,2,4,18
18:41:36,5,1,2,3,2,30,2,10,12,18
03:25:51,9,3,0,3,6,26,5,8,13,13
13:46:15,6,1,2,3,3,18,3,4,7,11
13:46:07,6,1,2,3,3,18,3,4,7,11
08:40:24,7,2,1,3,4,33,3,14,17,16
08:40:08,7,3,0,3,4,33,3,14,17,16
13:44:15,6,2,1,3,3,17,3,5,8,9
13:44:07,7,2,1,3,4,18,3,6,9,9
03:25:35,11,2,1,3,8,24,5,6,11,13
03:25:28,11,2,1,3,8,26,4,7,11,15
20:01:20,6,1,2,3,3,22,2,11,13,9
09:24:47,6,0,3,3,3,26,2,11,13,13
09:27:11,9,2,1,3,6,30,7,8,15,15
09:27:04,8,2,1,3,5,32,8,8,16,16
19:59:27,8,1,2,3,5,24,1,13,14,10
03:21:28,5,0,3,3,2,19,3,6,9,10
03:21:20,5,0,3,3,2,20,3,6,9,11
03:21:12,5,0,3,3,2,18,3,5,8,10
13:43:59,8,2,1,3,5,17,2,5,7,10
08:43:12,4,0,3,3,1,24,2,8,10,14
08:43:04,4,0,3,3,1,28,2,9,11,17
08:42:56,5,1,2,3,2,29,2,9,11,18
18:43:20,9,1,2,3,6,25,0,12,12,13
18:42:56,6,1,2,3,3,26,0,11,11,15
18:42:47,7,1,2,3,4,27,0,12,12,15
18:42:31,8,1,2,3,5,25,0,11,11,14
18:42:08,9,0,3,3,6,21,0,7,7,14
18:41:44,7,1,2,3,4,34,8,9,17,17
08:44:24,7,1,2,3,4,22,2,9,11,11
03:16:31,5,1,2,3,2,26,4,6,10,16
03:16:23,5,1,2,3,2,23,2,4,6,17
03:16:07,5,2,1,3,2,20,2,3,5,15
03:15:59,5,2,1,3,2,21,2,3,5,16
03:15:51,5,2,1,3,2,21,2,3,5,16
18:47:51,5,0,3,3,2,13,2,5,7,6
18:45:59,11,0,3,3,8,28,3,14,17,11
03:22:00,7,0,3,3,4,23,3,7,10,13
19:59:11,8,1,2,3,5,22,0,12,12,10
02:18:08,4,0,3,3,1,34,2,9,11,23
19:57:11,8,1,2,3,5,24,1,10,11,13
19:56:56,9,2,1,3,6,33,2,14,16,17
02:22:08,7,0,3,3,4,11,2,5,7,4
02:21:44,6,1,2,3,3,9,2,4,6,3
09:19:44,8,0,3,3,5,22,2,9,11,11
09:19:36,6,0,3,3,3,23,2,10,12,11
09:19:28,6,1,2,3,3,21,2,8,10,11
09:24:39,6,0,3,3,3,27,2,11,13,14
09:24:31,6,1,2,3,3,24,2,9,11,13
03:17:12,6,1,2,3,3,29,4,8,12,17
03:16:39,5,1,2,3,2,25,3,7,10,15
08:46:00,6,1,2,3,3,19,3,12,15,4
08:45:52,5,1,2,3,2,18,3,11,14,4
08:45:44,6,1,2,3,3,19,3,9,12,7
08:45:36,6,1,2,3,3,21,4,9,13,8
08:45:28,5,1,2,3,2,21,4,9,13,8
08:44:56,5,1,2,3,2,22,3,9,12,10
08:44:47,6,1,2,3,3,23,3,9,12,11
02:24:16,5,1,2,3,2,23,1,9,10,13
02:23:52,5,1,2,3,2,18,1,8,9,9
02:22:47,6,1,2,3,3,10,1,3,4,6
02:22:39,5,1,2,3,2,13,1,6,7,6
02:22:32,6,1,2,3,3,13,1,6,7,6
03:14:23,6,0,3,3,3,17,4,0,4,13
18:52:08,8,1,2,3,5,24,3,12,15,9
18:50:39,11,1,2,3,8,14,1,5,6,8
18:50:23,10,1,2,3,7,16,1,6,7,9
18:50:15,11,1,2,3,8,16,1,6,7,9
18:49:51,8,0,3,3,5,14,2,3,5,9
18:48:07,6,0,3,3,3,20,2,10,12,8
18:47:59,6,0,3,3,3,17,2,9,11,6
03:17:20,8,1,2,3,5,26,3,7,10,16
19:53:28,9,2,1,3,6,28,2,12,14,14
02:26:00,6,3,0,3,3,25,4,8,12,13
02:25:52,6,3,0,3,3,24,3,9,12,12
02:25:44,6,3,0,3,3,28,3,10,13,15
09:14:47,5,0,3,3,2,15,2,9,11,4
09:14:39,5,0,3,3,2,9,1,5,6,3
09:18:16,9,3,0,3,6,23,3,15,18,5
09:16:31,7,1,2,3,4,27,2,15,17,10
02:25:36,6,3,0,3,3,27,3,10,13,14
02:25:28,5,3,0,3,2,25,3,9,12,13
02:25:20,7,3,0,3,4,23,3,8,11,12
19:51:52,4,0,3,3,1,31,2,21,23,8
19:51:12,4,0,3,3,1,31,2,18,20,11
03:11:52,9,1,2,3,6,24,1,9,10,14
03:11:44,7,1,2,3,4,26,2,9,11,15
13:38:39,5,1,2,3,2,21,2,6,8,13
13:38:31,6,1,2,3,3,23,3,7,10,13
19:50:23,8,2,1,3,5,24,1,13,14,10
19:50:15,8,2,1,3,5,22,1,12,13,9
19:49:59,9,1,2,3,6,17,2,10,12,5
13:08:31,8,1,2,3,5,29,5,12,17,12
13:06:47,7,1,2,3,4,17,2,9,11,6
09:16:07,6,1,2,3,3,28,2,17,19,9
09:15:35,5,0,3,3,2,23,2,14,16,7
09:15:27,6,0,3,3,3,21,2,13,15,6
19:48:23,6,1,2,3,3,27,0,12,12,15
18:53:04,9,1,2,3,6,26,3,10,13,13
18:52:56,9,1,2,3,6,24,2,10,12,12
13:38:07,8,2,1,3,5,25,3,10,13,12
13:37:59,7,2,1,3,4,22,3,9,12,10
13:36:39,8,2,1,3,5,24,2,5,7,17
08:47:36,7,2,1,3,4,23,1,10,11,12
18:52:39,10,0,3,3,7,24,2,11,13,11
18:52:24,9,0,3,3,6,21,2,10,12,9
03:13:20,7,2,1,3,4,21,1,4,5,16
03:13:12,8,2,1,3,5,19,1,4,5,14
03:11:04,8,1,2,3,5,35,1,16,17,18
08:48:56,7,1,2,3,4,19,3,5,8,11
03:09:52,6,2,1,3,3,28,1,13,14,14
18:56:15,6,2,1,3,3,22,2,8,10,12
18:56:07,7,2,1,3,4,22,1,9,10,12
18:56:00,9,2,1,3,6,20,1,9,10,10
18:55:52,8,2,1,3,5,18,1,8,9,9
19:48:07,7,3,0,3,4,23,0,9,9,14
02:27:12,6,2,1,3,3,19,3,5,8,11
02:30:48,6,0,3,3,3,21,3,8,11,10
13:08:47,8,1,2,3,5,25,5,11,16,9
09:10:47,6,0,3,3,3,27,4,11,15,12
09:10:31,6,0,3,3,3,27,4,9,13,14
02:29:20,7,2,1,3,4,27,7,9,16,11
19:46:23,5,1,2,3,2,29,4,15,19,10
19:45:12,9,1,2,3,6,25,1,16,17,8
19:45:04,9,1,2,3,6,26,1,17,18,8
19:44:56,8,1,2,3,5,22,1,13,14,8
19:44:47,9,1,2,3,6,19,0,13,13,6
03:08:00,9,1,2,3,6,19,3,5,8,11
03:07:52,9,1,2,3,6,17,3,5,8,9
18:57:51,6,1,2,3,3,29,2,14,16,13
18:57:36,8,1,2,3,5,26,1,12,13,13
18:57:28,8,1,2,3,5,26,1,11,12,14
03:11:20,7,1,2,3,4,29,1,10,11,18
03:11:12,7,1,2,3,4,34,1,13,14,20
19:44:23,10,0,3,3,7,14,1,7,8,6
19:44:15,11,0,3,3,8,17,1,7,8,9
19:43:59,10,0,3,3,7,19,1,6,7,12
02:32:32,9,0,3,3,6,28,2,7,9,19
02:31:36,7,0,3,3,4,27,4,6,10,17
02:31:28,6,0,3,3,3,25,5,6,11,14
02:30:56,6,0,3,3,3,24,4,8,12,12
02:37:12,7,2,1,3,4,21,1,8,9,12
13:30:47,5,2,1,3,2,23,6,5,11,12
13:30:31,5,2,1,3,2,26,5,6,11,15
08:55:52,8,2,1,3,5,20,4,6,10,10
08:55:44,8,2,1,3,5,19,3,7,10,9
08:55:36,7,2,1,3,4,17,3,6,9,8
08:55:28,6,2,1,3,3,19,3,8,11,8
08:54:16,4,1,2,3,1,27,1,14,15,12
08:54:08,4,2,1,3,1,27,1,14,15,12
08:53:44,5,2,1,3,2,22,1,10,11,11
08:53:36,5,2,1,3,2,22,2,8,10,12
13:31:59,6,2,1,3,3,19,3,4,7,12
02:36:39,9,1,2,3,6,21,4,5,9,12
13:11:19,6,2,1,3,3,15,2,6,8,7
13:11:12,6,1,2,3,3,16,2,6,8,8
13:11:04,6,1,2,3,3,17,2,7,9,8
09:09:36,5,1,2,3,2,23,5,8,13,10
09:09:28,6,1,2,3,3,23,5,7,12,11
09:09:12,6,1,2,3,3,24,5,7,12,12
19:40:56,7,2,1,3,4,26,1,9,10,16
19:04:47,7,1,2,3,4,18,1,6,7,11
19:04:39,10,1,2,3,7,14,0,5,5,9
19:04:07,11,1,2,3,8,17,0,10,10,7
19:03:59,10,0,3,3,7,18,0,10,10,8
19:03:43,12,0,3,3,9,23,0,14,14,9
19:03:35,9,0,3,3,6,24,0,13,13,11
19:03:03,10,0,3,3,7,33,1,13,14,19
19:02:47,8,1,2,3,5,36,1,17,18,18
19:02:39,7,1,2,3,4,36,1,16,17,19
03:06:47,7,2,1,3,4,20,1,8,9,11
02:38:47,7,1,2,3,4,28,3,11,14,14
13:15:27,7,2,1,3,4,23,3,7,10,13
13:15:11,10,1,2,3,7,25,2,7,9,16
13:15:03,10,1,2,3,7,26,2,7,9,17
13:14:55,9,1,2,3,6,23,2,7,9,14
09:06:24,9,0,3,3,6,26,4,4,8,18
02:38:15,8,1,2,3,5,28,3,11,14,14
02:37:28,6,2,1,3,3,20,1,8,9,11
03:04:23,7,0,3,3,4,23,3,3,6,17
03:04:15,7,0,3,3,4,25,3,3,6,19
03:04:07,7,0,3,3,4,24,3,3,6,18
03:03:59,6,0,3,3,3,23,3,3,6,17
