['Time', '0: 1949-08-15', '1: 1952-01-21', '2: 1953-04-18', '3: 1953-06-25', '4: 1953-09-12', '5: 1956-08-23', '6: 1957-08-03', '7: 1957-11-27', '8: 1958-11-04', '9: 1960-11-25', '10: 1963-08-07', '11: 1963-08-09', '12: 1963-11-22', '13: 1964-06-15', '14: 1957-11-15', '15: 1968-03-15', '16: 1968-06-05', '17: 1968-10-20', '18: 1975-03-15', '19: 1994-05-20', 'Count']
['1929-07-27 20:07:12', '0', "(Mars,164.249,(r)) (H5,44.256,(d)) (trine,0.45')", '2', '3', '4', '5', "(Mars,164.249,(r)) (H8,74.287,(c)) (square,2.29')", '7', "(Mean_Node,47.260,(r)) (H3,287.304,(c)) (trine,2.64')", '9', '10', '11', '12', '13', '14', '15', '16', "(Moon,13.355,(r)) (H10,133.278,(c)) (trine,4.58')", '18', '19', 4]
['1929-07-27 20:07:20', '0', "(Mars,164.249,(r)) (H5,44.287,(d)) (trine,2.29')", '2', '3', '4', '5', "(Mars,164.249,(r)) (H8,74.316,(c)) (square,4.02')", '7', "(Mean_Node,47.260,(r)) (H3,287.337,(c)) (trine,4.59')", '9', '10', '11', '12', '13', '14', '15', '16', "(Moon,13.356,(r)) (H10,133.312,(c)) (trine,2.65')", '18', '19', 4]
['1929-07-27 20:07:28', '0', "(Mars,164.249,(r)) (H5,44.318,(d)) (trine,4.13')", '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', "(Moon,13.357,(r)) (H10,133.345,(c)) (trine,0.72')", '18', '19', 2]
['1929-07-27 20:07:36', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', "(Moon,13.358,(r)) (H10,133.378,(c)) (trine,1.21')", '18', '19', 1]
['1929-07-27 20:07:44', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', "(Moon,13.359,(r)) (H10,133.412,(c)) (trine,3.14')", '18', '19', 1]
['1929-07-27 20:07:52', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', "(Moon,13.361,(r)) (H10,133.445,(c)) (trine,5.07')", '18', '19', 1]
['1929-07-27 20:08:00', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 0]
['1929-07-27 20:08:08', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 0]
['1929-07-27 20:08:16', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 0]
['1929-07-27 20:08:24', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 0]
['1929-07-27 20:08:32', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 0]
['1929-07-27 20:08:40', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 0]
['1929-07-27 20:08:48', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 0]
['1929-07-27 20:08:56', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 0]
