['Time', '0: 1954-07-30', '1: 1955-05-01', '2: 1956-01-28', '3: 1956-09-09', '4: 1958-03-24', '5: 1958-08-14', '6: 1958-10-01', '7: 1959-06-01', '8: 1960-03-05', '9: 1967-05-01', '10: 1968-02-01', '11: 1972-08-15', '12: 1977-08-16', '13: 1979-06-26', 'Count']
['1935-01-08 10:12:07', '0', "(H9,135.077,(r)) (Mercury,315.019,(d)) (opposition,3')", "(H1,247.531,(r)) (Uranus,7.614,(c)) (trine,5')", '3', "(Saturn,325.741,(r)) (H12,205.786,(c)) (trine,3')", "(Saturn,325.741,(r)) (H4,325.838,(c)) (conjunction,6')", "(Jupiter,228.067,(r)) (H1,228.214,(c)) (conjunction,9')\n(H10,170.588,(r)) (Moon,305.588,(c)) (135-sesquisquare,0')", "(Moon,331.790,(r)) (H10,196.709,(d)) (135-sesquisquare,5')\n(Uranus,27.499,(r)) (H3,342.457,(d)) (45-semisquare,3')", "(H1,247.531,(r)) (H12,247.596,(d)) (conjunction,4')\n(H10,170.588,(r)) (Mercury,320.518,(d)) (150-quincunx,4')\n(H10,170.588,(r)) (Uranus,50.606,(d)) (trine,1')", "(H5,21.077,(r)) (Venus,336.123,(d)) (45-semisquare,3')", "(H1,247.531,(r)) (Moon,7.529,(d)) (trine,0')", "(Saturn,325.741,(r)) (H1,280.666,(d)) (45-semisquare,5')\n(Saturn,325.741,(r)) (H7,100.666,(d)) (135-sesquisquare,5')\n(Mars,192.824,(r)) (H12,192.994,(c)) (conjunction,10')", "(H8,99.354,(r)) (Mars,234.312,(d)) (135-sesquisquare,2')\n(H10,170.588,(r)) (Mean_Node,350.546,(d)) (opposition,2')", '13', 269]
['1935-01-08 06:53:20', '0', "(Moon,329.753,(r)) (H9,104.840,(d)) (135-sesquisquare,5')", '2', "(H10,119.361,(r)) (Jupiter,209.286,(c)) (square,4')", "(Mercury,292.052,(r)) (H10,142.023,(d)) (150-quincunx,2')\n(Mercury,292.052,(r)) (H12,202.116,(d)) (square,4')", "(H8,54.883,(r)) (Mean_Node,324.974,(d)) (square,6')", "(Jupiter,228.045,(r)) (H9,108.077,(d)) (trine,2')", '7', "(H1,206.401,(r)) (Jupiter,206.271,(c)) (conjunction,8')\n(H3,266.221,(r)) (Jupiter,206.271,(c)) (sextile,3')", "(Moon,329.753,(r)) (H7,359.722,(c)) (30-semisextile,2')\n(Moon,329.753,(r)) (H10,89.697,(c)) (trine,3')\n(H10,119.361,(r)) (Moon,299.429,(c)) (opposition,4')", "(Sun,287.075,(r)) (H4,332.118,(d)) (45-semisquare,3')\n(H5,331.994,(r)) (H4,332.118,(d)) (conjunction,7')\n(Venus,299.172,(r)) (H1,179.096,(c)) (trine,5')", '11', "(H10,119.361,(r)) (Sun,329.362,(d)) (150-quincunx,0')", "(H1,206.401,(r)) (Neptune,206.253,(d)) (conjunction,9')", 239]
['1935-01-09 00:44:39', '0', "(H9,0.083,(r)) (Sun,270.032,(c)) (square,3')", "(Mercury,293.284,(r)) (H10,53.229,(d)) (trine,3')\n(H1,130.184,(r)) (Mercury,310.145,(d)) (opposition,2')\n(H3,180.083,(r)) (Moon,359.923,(d)) (opposition,10')", '3', '4', "(H4,212.270,(r)) (Moon,2.265,(d)) (150-quincunx,0')\n(H8,332.928,(r)) (Uranus,2.988,(c)) (30-semisextile,4')", '6', '7', "(Mean_Node,301.826,(r)) (H12,121.985,(d)) (opposition,10')", "(H7,310.184,(r)) (Moon,10.274,(d)) (sextile,5')", "(Mars,193.068,(r)) (H1,103.009,(c)) (square,4')\n(H1,130.184,(r)) (Mars,160.187,(c)) (30-semisextile,0')", "(Moon,340.673,(r)) (H1,160.816,(d)) (opposition,9')\n(Moon,340.673,(r)) (H7,340.816,(d)) (conjunction,9')", "(H1,130.184,(r)) (Mean_Node,265.158,(c)) (135-sesquisquare,2')", "(H8,332.928,(r)) (Saturn,287.957,(c)) (45-semisquare,2')", 197]
['1935-01-08 15:30:56', '0', '1', "(Jupiter,228.102,(r)) (H1,3.128,(d)) (135-sesquisquare,2')\n(Mean_Node,301.847,(r)) (H10,271.856,(d)) (30-semisextile,1')", '3', "(Saturn,325.764,(r)) (H12,325.935,(d)) (conjunction,10')", '5', '6', '7', "(H10,252.722,(r)) (H3,72.860,(d)) (opposition,8')\n(Venus,299.623,(r)) (H1,299.794,(c)) (conjunction,10')", "(Moon,335.047,(r)) (H7,200.028,(d)) (135-sesquisquare,1')", "(H1,331.763,(r)) (Mars,151.883,(c)) (opposition,7')", "(Uranus,27.500,(r)) (H1,27.668,(d)) (conjunction,10')\n(Uranus,27.500,(r)) (H7,207.668,(d)) (opposition,10')\n(Neptune,164.447,(r)) (H12,344.268,(d)) (opposition,11')", "(H8,195.206,(r)) (Neptune,225.197,(d)) (30-semisextile,1')", "(Sun,287.442,(r)) (H12,257.499,(c)) (30-semisextile,3')\n(Neptune,164.447,(r)) (H10,209.515,(c)) (45-semisquare,4')", 179]
['1935-01-08 19:14:31', '0', "(Venus,299.818,(r)) (H9,299.943,(d)) (conjunction,8')\n(H9,281.804,(r)) (Mercury,311.838,(d)) (30-semisextile,2')", "(H3,101.804,(r)) (Moon,311.772,(c)) (150-quincunx,2')", "(H1,52.898,(r)) (Mean_Node,322.920,(d)) (square,1')\n(H3,101.804,(r)) (Mean_Node,281.810,(c)) (opposition,0')", "(Mars,192.976,(r)) (H10,328.022,(d)) (135-sesquisquare,3')\n(H1,52.898,(r)) (Saturn,352.917,(d)) (sextile,1')", "(Saturn,325.780,(r)) (H8,280.756,(d)) (45-semisquare,1')\n(H1,52.898,(r)) (Venus,322.814,(d)) (square,5')\n(Mars,192.976,(r)) (H4,102.945,(c)) (square,2')", "(H1,52.898,(r)) (Venus,322.945,(d)) (square,3')", '7', "(H10,304.973,(r)) (Moon,4.979,(d)) (sextile,0')", "(Moon,337.324,(r)) (H10,337.476,(d)) (conjunction,9')", "(Moon,337.324,(r)) (H1,7.310,(c)) (30-semisextile,1')", "(Mars,192.976,(r)) (H4,163.058,(d)) (30-semisextile,5')\n(Saturn,325.780,(r)) (H12,55.820,(d)) (square,2')", "(Saturn,325.780,(r)) (H10,265.716,(c)) (sextile,4')\n(H1,52.898,(r)) (Mean_Node,262.853,(c)) (150-quincunx,3')", '13', 249]
['1935-01-08 10:55:28', '0', "(H1,256.740,(r)) (Uranus,46.824,(d)) (150-quincunx,5')", "(Venus,299.383,(r)) (H1,239.316,(c)) (sextile,4')", "(Mercury,292.331,(r)) (H3,352.242,(d)) (sextile,5')\n(H10,182.415,(r)) (Mercury,317.341,(d)) (135-sesquisquare,4')", '4', "(Uranus,27.499,(r)) (H4,27.444,(d)) (conjunction,3')", "(Uranus,27.499,(r)) (H10,207.581,(d)) (opposition,5')\n(Mean_Node,301.857,(r)) (H9,121.899,(c)) (opposition,3')", '7', '8', '9', "(Sun,287.247,(r)) (H1,287.110,(d)) (conjunction,8')\n(H1,256.740,(r)) (Jupiter,256.809,(d)) (conjunction,4')\n(Uranus,27.499,(r)) (H4,327.427,(c)) (sextile,4')", '11', "(H8,110.031,(r)) (Moon,20.085,(d)) (square,3')\n(H1,256.740,(r)) (Pluto,76.612,(c)) (opposition,8')", '13', 207]
['1935-01-08 16:43:43', "(Sun,287.493,(r)) (H10,287.341,(d)) (conjunction,9')\n(H10,269.561,(r)) (Sun,269.488,(c)) (conjunction,4')", "(Jupiter,228.110,(r)) (H10,288.034,(d)) (sextile,5')\n(Neptune,164.446,(r)) (H1,29.395,(d)) (135-sesquisquare,3')", "(H3,66.484,(r)) (Moon,306.488,(c)) (trine,0')\n(H10,269.561,(r)) (Uranus,359.481,(c)) (square,5')", '3', "(Moon,335.789,(r)) (H10,290.708,(d)) (45-semisquare,5')", '5', '6', '7', "(H10,269.561,(r)) (Mean_Node,329.513,(d)) (sextile,3')\n(Mercury,292.731,(r)) (H12,292.593,(c)) (conjunction,8')\n(H3,66.484,(r)) (H10,246.581,(c)) (opposition,6')", "(Mercury,292.731,(r)) (H5,82.727,(c)) (150-quincunx,0')\n(H10,269.561,(r)) (Venus,269.645,(c)) (conjunction,5')", "(H1,359.259,(r)) (Mars,149.218,(c)) (150-quincunx,2')", '11', "(Mars,192.934,(r)) (H1,57.884,(d)) (135-sesquisquare,3')\n(Moon,335.789,(r)) (H12,275.730,(c)) (sextile,4')", "(Pluto,115.128,(r)) (H8,265.090,(d)) (150-quincunx,2')\n(H10,269.561,(r)) (Mars,134.641,(c)) (135-sesquisquare,5')", 235]
['1935-01-08 05:26:23', "(Mercury,291.953,(r)) (H1,171.965,(c)) (trine,1')", "(Jupiter,228.035,(r)) (H9,48.130,(c)) (opposition,6')", "(H3,246.481,(r)) (Sun,306.571,(d)) (sextile,5')\n(H3,246.481,(r)) (Jupiter,246.386,(d)) (conjunction,6')", "(Moon,328.861,(r)) (H10,118.946,(d)) (150-quincunx,5')\n(Venus,299.096,(r)) (H10,118.946,(d)) (opposition,9')", "(H1,188.179,(r)) (Moon,308.131,(c)) (trine,3')", "(Uranus,27.499,(r)) (H1,207.620,(d)) (opposition,7')\n(H4,278.935,(r)) (Sun,308.995,(d)) (30-semisextile,4')\n(H4,278.935,(r)) (Mean_Node,323.985,(d)) (45-semisquare,3')", '6', "(Jupiter,228.035,(r)) (H1,167.961,(c)) (sextile,4')\n(Mean_Node,301.869,(r)) (H10,76.818,(c)) (135-sesquisquare,3')", "(Moon,328.861,(r)) (H1,208.894,(d)) (trine,2')\n(H3,246.481,(r)) (Moon,306.416,(c)) (sextile,4')\n(H3,246.481,(r)) (Venus,276.435,(c)) (30-semisextile,3')", '9', "(Uranus,27.499,(r)) (H5,342.516,(d)) (45-semisquare,1')", '11', "(Uranus,27.499,(r)) (H8,72.460,(d)) (45-semisquare,2')\n(H1,188.179,(r)) (Moon,8.205,(d)) (opposition,2')\n(H1,188.179,(r)) (Sun,248.165,(c)) (sextile,1')", "(H8,35.796,(r)) (Neptune,125.841,(c)) (square,3')", 285]
['1935-01-08 16:14:07', "(Sun,287.472,(r)) (H1,17.425,(d)) (square,3')", "(H10,262.746,(r)) (Sun,307.660,(d)) (45-semisquare,5')", "(Jupiter,228.106,(r)) (H1,318.088,(c)) (square,1')", "(Moon,335.487,(r)) (H1,20.538,(d)) (45-semisquare,3')", "(Mercury,292.697,(r)) (H1,22.777,(d)) (square,5')", "(H8,209.339,(r)) (Saturn,299.253,(c)) (square,5')", '6', '7', '8', "(Moon,335.487,(r)) (H7,215.572,(d)) (trine,5')\n(Mercury,292.697,(r)) (H10,232.661,(c)) (sextile,2')\n(H5,105.380,(r)) (Uranus,345.306,(c)) (trine,4')", "(Mercury,292.697,(r)) (H4,112.870,(d)) (opposition,10')\n(H5,105.380,(r)) (Mars,150.343,(c)) (45-semisquare,2')", '11', "(Moon,335.487,(r)) (H12,5.551,(d)) (30-semisextile,4')\n(Mean_Node,301.845,(r)) (H10,301.840,(d)) (conjunction,0')", '13', 186]
['1935-01-08 08:25:52', '0', '1', "(Venus,299.252,(r)) (H10,164.221,(d)) (135-sesquisquare,2')\n(H1,225.545,(r)) (Uranus,45.529,(d)) (opposition,1')\n(Mean_Node,301.862,(r)) (H10,121.712,(c)) (opposition,9')", "(H10,142.354,(r)) (Moon,352.262,(d)) (150-quincunx,6')", "(Mars,192.794,(r)) (H12,222.725,(d)) (30-semisextile,4')", "(Mean_Node,301.862,(r)) (H4,346.927,(d)) (45-semisquare,4')\n(Venus,299.252,(r)) (H4,299.300,(c)) (conjunction,3')", "(Sun,287.141,(r)) (H10,167.067,(d)) (trine,4')\n(H9,107.890,(r)) (Uranus,47.804,(d)) (sextile,5')\n(Venus,299.252,(r)) (H10,119.176,(c)) (opposition,5')\n(H10,142.354,(r)) (Venus,277.357,(c)) (135-sesquisquare,0')", '7', '8', '9', "(Uranus,27.499,(r)) (H1,252.546,(d)) (135-sesquisquare,3')", "(Pluto,115.136,(r)) (H12,235.109,(d)) (trine,2')\n(Mean_Node,301.862,(r)) (H4,1.937,(d)) (sextile,4')\n(H4,322.354,(r)) (Neptune,202.374,(d)) (trine,1')", "(Saturn,325.734,(r)) (H1,190.695,(c)) (135-sesquisquare,2')\n(Neptune,164.451,(r)) (H12,164.298,(c)) (conjunction,9')\n(H10,142.354,(r)) (Mean_Node,262.269,(c)) (trine,5')", "(H8,75.089,(r)) (Pluto,74.934,(c)) (conjunction,9')", 282]
['1935-01-09 03:05:43', "(Mercury,293.447,(r)) (H1,143.410,(c)) (150-quincunx,2')", "(Mercury,293.447,(r)) (H9,53.461,(d)) (trine,1')\n(H10,67.260,(r)) (Jupiter,247.092,(d)) (opposition,10')\n(Sun,287.934,(r)) (H10,47.894,(c)) (trine,2')", '2', "(H10,67.260,(r)) (Sun,307.172,(d)) (trine,5')", '4', "(H1,159.398,(r)) (Venus,279.391,(c)) (trine,0')", "(Neptune,164.441,(r)) (H10,44.524,(c)) (trine,5')", '7', "(Venus,300.229,(r)) (H1,180.202,(d)) (trine,2')\n(Venus,300.229,(r)) (H10,90.220,(d)) (150-quincunx,1')", "(Mars,193.108,(r)) (H7,313.072,(c)) (trine,2')", '10', '11', '12', "(Sun,287.934,(r)) (H10,107.784,(d)) (opposition,9')\n(H10,67.260,(r)) (Sun,247.185,(c)) (opposition,5')", 211]
